accession	product_length	mismatch_forward	mismatch_reverse	forward_start	forward_stop	reverse_start	reverse_stop	product_start	product_stop	taxId	subspecies	superkingdom	phylum	class	order	family	genus	species	amplicon
CP016067.1	554	0	0	235033	235054	235586	235565	235033	235586	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016066.1	554	0	0	283483	283504	284036	284015	283483	284036	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016066.1	554	0	0	235038	235059	235591	235570	235038	235591	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016065.1	554	0	0	283485	283506	284038	284017	283485	284038	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016065.1	554	0	0	235040	235061	235593	235572	235040	235593	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016064.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016064.1	554	0	0	235037	235058	235590	235569	235037	235590	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016063.1	554	0	0	283484	283505	284037	284016	283484	284037	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016063.1	554	0	0	235039	235060	235592	235571	235039	235592	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016062.1	554	0	0	283481	283502	284034	284013	283481	284034	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016062.1	554	0	0	235036	235057	235589	235568	235036	235589	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016061.1	554	0	0	283480	283501	284033	284012	283480	284033	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016061.1	554	0	0	235035	235056	235588	235567	235035	235588	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016060.1	554	0	0	283479	283500	284032	284011	283479	284032	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016060.1	554	0	0	235034	235055	235587	235566	235034	235587	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016059.1	554	0	0	283479	283500	284032	284011	283479	284032	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016059.1	554	0	0	235034	235055	235587	235566	235034	235587	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016058.1	554	0	0	283480	283501	284033	284012	283480	284033	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016058.1	554	0	0	235035	235056	235588	235567	235035	235588	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016057.1	554	0	0	283485	283506	284038	284017	283485	284038	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016057.1	554	0	0	235040	235061	235593	235572	235040	235593	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016056.1	554	0	0	283485	283506	284038	284017	283485	284038	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016056.1	554	0	0	235040	235061	235593	235572	235040	235593	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016055.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016055.1	554	0	0	235038	235059	235591	235570	235038	235591	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016054.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016054.1	554	0	0	235037	235058	235590	235569	235037	235590	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016053.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016053.1	554	0	0	235037	235058	235590	235569	235037	235590	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016052.1	554	0	0	283480	283501	284033	284012	283480	284033	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016052.1	554	0	0	235036	235057	235589	235568	235036	235589	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016051.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016051.1	554	0	0	235037	235058	235590	235569	235037	235590	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016050.1	554	0	0	283481	283502	284034	284013	283481	284034	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016050.1	554	0	0	235036	235057	235589	235568	235036	235589	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016049.1	554	0	0	283481	283502	284034	284013	283481	284034	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016049.1	554	0	0	235036	235057	235589	235568	235036	235589	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016047.1	554	0	0	283483	283504	284036	284015	283483	284036	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016047.1	554	0	0	235038	235059	235591	235570	235038	235591	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016045.1	554	0	0	283481	283502	284034	284013	283481	284034	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016045.1	554	0	0	235036	235057	235589	235568	235036	235589	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010566.1	554	0	0	283479	283500	284032	284011	283479	284032	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010566.1	554	0	0	235034	235055	235587	235566	235034	235587	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010565.1	554	0	0	283483	283504	284036	284015	283483	284036	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010565.1	554	0	0	235038	235059	235591	235570	235038	235591	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010564.1	554	0	0	283483	283504	284036	284015	283483	284036	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010564.1	554	0	0	235038	235059	235591	235570	235038	235591	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010563.1	554	0	0	283502	283523	284055	284034	283502	284055	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010563.1	554	0	0	235057	235078	235610	235589	235057	235610	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010562.1	554	0	0	283487	283508	284040	284019	283487	284040	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010562.1	554	0	0	235042	235063	235595	235574	235042	235595	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010561.1	554	0	0	283348	283369	283901	283880	283348	283901	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010561.1	554	0	0	234903	234924	235456	235435	234903	235456	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010560.1	554	0	0	282304	282325	282857	282836	282304	282857	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010560.1	554	0	0	233859	233880	234412	234391	233859	234412	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010559.1	554	0	0	283410	283431	283963	283942	283410	283963	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010559.1	554	0	0	234965	234986	235518	235497	234965	235518	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010558.1	554	0	0	283410	283431	283963	283942	283410	283963	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010558.1	554	0	0	234965	234986	235518	235497	234965	235518	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP015162.1	554	0	0	98497	98518	99050	99029	98497	99050	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP007548.1	554	0	0	283364	283385	283917	283896	283364	283917	1155776	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP007548.1	554	0	0	234963	234984	235516	235495	234963	235516	1155776	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP003679.1	554	0	0	283530	283551	284083	284062	283530	284083	1095955	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP003679.1	554	0	0	235043	235064	235596	235575	235043	235596	1095955	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP004010.2	554	0	0	283441	283462	283994	283973	283441	283994	243276	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP004010.2	554	0	0	234996	235017	235549	235528	234996	235549	243276	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP004011.1	554	0	0	283483	283504	284036	284015	283483	284036	455434	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP004011.1	554	0	0	235038	235059	235591	235570	235038	235591	455434	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP003902.1	554	0	0	283363	283384	283916	283895	283363	283916	1155775	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP003902.1	554	0	0	234961	234982	235514	235493	234961	235514	1155775	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
NR_076766.1	554	0	0	1896	1917	2449	2428	1896	2449	53435	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema paraluiscuniculi	23S_scheme_2
NR_076531.1	554	0	0	1892	1913	2445	2424	1892	2445	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
NR_076156.1	554	0	0	1892	1913	2445	2424	1892	2445	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120560.1	554	0	0	4190	4211	4743	4722	4190	4743	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120559.1	554	0	0	4190	4211	4743	4722	4190	4743	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120557.1	554	0	0	4157	4178	4710	4689	4157	4710	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120554.1	554	0	0	4180	4201	4733	4712	4180	4733	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120553.1	554	0	0	4030	4051	4583	4562	4030	4583	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120552.1	554	0	0	4093	4114	4646	4625	4093	4646	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120551.1	554	0	0	4147	4168	4700	4679	4147	4700	1155776	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120549.1	554	0	0	4147	4168	4700	4679	4147	4700	1155775	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120548.1	554	0	0	4147	4168	4700	4679	4147	4700	491080	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120547.1	554	0	0	4173	4194	4726	4705	4173	4726	53435	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema paraluiscuniculi	23S_scheme_2
JX120546.1	554	0	0	4099	4120	4652	4631	4099	4652	53435	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema paraluiscuniculi	23S_scheme_2
JX120540.1	554	0	0	4099	4120	4652	4631	4099	4652	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120538.1	554	0	0	4099	4120	4652	4631	4099	4652	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120537.1	554	0	0	4099	4120	4652	4631	4099	4652	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120534.1	554	0	0	4109	4130	4662	4641	4109	4662	1155775	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120533.1	554	0	0	4109	4130	4662	4641	4109	4662	491080	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120531.1	554	0	0	4109	4130	4662	4641	4109	4662	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120528.1	554	0	0	4109	4130	4662	4641	4109	4662	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
JX120527.1	554	0	0	4098	4119	4651	4630	4098	4651	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP003064.1	554	0	0	283484	283505	284037	284016	283484	284037	686990	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP003064.1	554	0	0	235049	235070	235602	235581	235049	235602	686990	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP003115.1	554	0	0	283495	283516	284048	284027	283495	284048	491081	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP003115.1	554	0	0	235050	235071	235603	235582	235050	235603	491081	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
